"","k","V","minN","POrig.Method","delta","N.orig","true.effect.dist","n","phat.mn","phatBias.mn","Cover.mn","Porig.mn","Reject.mn","I2.mn","k.pretty","muN.pretty","N.orig.pretty","delta.pretty","V.pretty","dist.pretty","N.tot","N.tot.pretty"
"223",25,0.01,300,"reml",0,200,"t.scaled",1024,0.05640625,0.00640625,0.998579545454545,0.522665246648336,0.048828125,59.9172126093483,"No. replications: 25","E[N] =  ","Norig =  200","delta =  0","V =  0.01","t",7500,"N =  7500"
"224",25,0.01,300,"reml",0,200,"unif2",1024,0.0987890625,0.0487890625,0.989911727616646,0.512508429637984,0.04296875,39.1958244794054,"No. replications: 25","E[N] =  ","Norig =  200","delta =  0","V =  0.01","Uniform mixture",7500,"N =  7500"
"225",25,0.25,50,"pm",0,200,"expo",1024,0.0382421875,-0.0117578125,1,0.524304422186585,0.06640625,67.9366246944746,"No. replications: 25","E[N] =  ","Norig =  200","delta =  0","V =  0.25","Exponential",1250,"N =  1250"
"226",25,0.25,50,"pm",0,200,"normal",1152,0.0524305555555556,-0.00590277777777778,0.997392438070404,0.470547318324231,0.0763888888888889,71.8741990530724,"No. replications: 25","E[N] =  ","Norig =  200","delta =  0","V =  0.25","Normal",1250,"N =  1250"
"227",25,0.25,50,"pm",0,200,"t.scaled",1024,0.0461328125,-0.0038671875,0.995575221238938,0.547436038526886,0.06640625,84.3905108194075,"No. replications: 25","E[N] =  ","Norig =  200","delta =  0","V =  0.25","t",1250,"N =  1250"
"228",25,0.25,50,"pm",0,200,"unif2",1024,0.0873046875,0.0373046875,0.982497082847141,0.399344251275668,0.0205078125,73.0981079295674,"No. replications: 25","E[N] =  ","Norig =  200","delta =  0","V =  0.25","Uniform mixture",1250,"N =  1250"
"229",25,0.25,50,"reml",0,200,"expo",1024,0.0382421875,-0.0117578125,1,0.515566630481278,0.0693359375,66.550966369831,"No. replications: 25","E[N] =  ","Norig =  200","delta =  0","V =  0.25","Exponential",1250,"N =  1250"
"230",25,0.25,50,"reml",0,200,"normal",1152,0.0524305555555556,-0.00590277777777778,0.997392438070404,0.467228260869296,0.0824652777777778,71.3750422233324,"No. replications: 25","E[N] =  ","Norig =  200","delta =  0","V =  0.25","Normal",1250,"N =  1250"
"231",25,0.25,50,"reml",0,200,"t.scaled",1024,0.0461328125,-0.0038671875,0.995575221238938,0.541206901236315,0.0673828125,83.8611615137405,"No. replications: 25","E[N] =  ","Norig =  200","delta =  0","V =  0.25","t",1250,"N =  1250"
"232",25,0.25,50,"reml",0,200,"unif2",1024,0.0873046875,0.0373046875,0.982497082847141,0.396854626489051,0.0205078125,72.81248059518,"No. replications: 25","E[N] =  ","Norig =  200","delta =  0","V =  0.25","Uniform mixture",1250,"N =  1250"
"233",25,0.25,300,"pm",0,200,"expo",1360,0.0672352941176471,-0.001,0.99514091350826,0.514361169888087,0.0580882352941176,93.1847385623394,"No. replications: 25","E[N] =  ","Norig =  200","delta =  0","V =  0.25","Exponential",7500,"N =  7500"
"234",25,0.25,300,"pm",0,200,"normal",1376,0.0626162790697674,-0.000174418604651163,0.999036608863198,0.48379651222067,0.0552325581395349,94.1885582452459,"No. replications: 25","E[N] =  ","Norig =  200","delta =  0","V =  0.25","Normal",7500,"N =  7500"
"235",25,0.25,300,"pm",0,200,"t.scaled",1024,0.049296875,-0.000703125000000001,1,0.560227114875162,0.056640625,97.144912127498,"No. replications: 25","E[N] =  ","Norig =  200","delta =  0","V =  0.25","t",7500,"N =  7500"
"236",25,0.25,300,"pm",0,200,"unif2",1024,0.0687109375,0.0187109375,0.990453460620525,0.38093631541615,0.0126953125,94.549837381849,"No. replications: 25","E[N] =  ","Norig =  200","delta =  0","V =  0.25","Uniform mixture",7500,"N =  7500"
"237",25,0.25,300,"reml",0,200,"expo",1360,0.0672352941176471,-0.001,0.99514091350826,0.512893115667121,0.0580882352941176,93.1242030237702,"No. replications: 25","E[N] =  ","Norig =  200","delta =  0","V =  0.25","Exponential",7500,"N =  7500"
"238",25,0.25,300,"reml",0,200,"normal",1376,0.0626162790697674,-0.000174418604651163,0.999036608863198,0.483376413887948,0.0552325581395349,94.172016092089,"No. replications: 25","E[N] =  ","Norig =  200","delta =  0","V =  0.25","Normal",7500,"N =  7500"
"239",25,0.25,300,"reml",0,200,"t.scaled",1024,0.049296875,-0.000703125000000001,1,0.559316331980689,0.0576171875,97.1293919492228,"No. replications: 25","E[N] =  ","Norig =  200","delta =  0","V =  0.25","t",7500,"N =  7500"
"240",25,0.25,300,"reml",0,200,"unif2",1024,0.0687109375,0.0187109375,0.990453460620525,0.38080127316399,0.0126953125,94.5460447946445,"No. replications: 25","E[N] =  ","Norig =  200","delta =  0","V =  0.25","Uniform mixture",7500,"N =  7500"
